report_date,mall,media,campaign_id,campaign_name,impressions,clicks,cost,conversions,conversion_value
2025-08-31,sprint,meta,,FB_스프린트_판매_05,14207,144,180954.55,12.0,576800.0
2025-09-01,sprint,meta,,FB_스프린트_판매_01,232530,1967,1205640.91,76.0,3466554.0
2025-09-01,sprint,meta,,FB_스프린트_판매_04,46803,419,303837.27,14.0,585500.0
2025-09-01,sprint,meta,,FB_스프린트_판매_05,22487,191,184248.18,10.0,398900.0
2025-09-02,sprint,meta,,FB_스프린트_판매_01,202088,1982,1145890.0,66.0,2959489.0
2025-09-02,sprint,meta,,FB_스프린트_판매_04,51221,459,288380.0,10.0,438700.0
2025-09-02,sprint,meta,,FB_스프린트_판매_05,17983,194,215535.45,10.0,323000.0
2025-09-03,sprint,meta,,FB_스프린트_판매_01,222363,1598,1050529.09,69.0,2647364.0
2025-09-03,sprint,meta,,FB_스프린트_판매_03,0,0,0.0,0.0,0.0
2025-09-03,sprint,meta,,FB_스프린트_판매_04,79735,605,327964.55,29.0,1087223.0
2025-09-03,sprint,meta,,FB_스프린트_판매_05,24087,249,278174.55,13.0,523700.0
2025-09-03,sprint,meta,,FB_스프린트_판매_06,37676,357,278039.09,13.0,514700.0
2025-09-04,sprint,meta,,FB_스프린트_판매_01,169216,1405,987492.73,56.0,2376400.0
2025-09-04,sprint,meta,,FB_스프린트_판매_04,62196,505,346832.73,24.0,1038800.0
2025-09-04,sprint,meta,,FB_스프린트_판매_05,20545,186,273967.27,8.0,395000.0
2025-09-04,sprint,meta,,FB_스프린트_판매_06,29206,275,265851.82,12.0,356800.0
2025-09-05,sprint,meta,,FB_스프린트_판매_01,154716,1191,942578.18,63.0,2907300.0
2025-09-05,sprint,meta,,FB_스프린트_판매_04,85973,641,424103.64,31.0,1319044.0
2025-09-05,sprint,meta,,FB_스프린트_판매_05,24206,217,275795.45,18.0,698578.0
2025-09-05,sprint,meta,,FB_스프린트_판매_06,38684,370,272367.27,25.0,1010046.0
2025-09-06,sprint,meta,,FB_스프린트_판매_01,138718,1070,931774.55,52.0,1957229.0
2025-09-06,sprint,meta,,FB_스프린트_판매_04,88493,637,411467.27,20.0,638000.0
2025-09-06,sprint,meta,,FB_스프린트_판매_05,23707,196,263061.82,9.0,329100.0
2025-09-06,sprint,meta,,FB_스프린트_판매_06,41573,345,263872.73,12.0,523800.0
2025-09-07,sprint,meta,,FB_스프린트_판매_01,138709,1191,959497.27,37.0,1552199.0
2025-09-07,sprint,meta,,FB_스프린트_판매_04,79281,675,384280.91,14.0,447500.0
2025-09-07,sprint,meta,,FB_스프린트_판매_05,25932,253,294294.55,9.0,385100.0
2025-09-07,sprint,meta,,FB_스프린트_판매_06,41157,362,259133.64,4.0,109760.0
2025-09-08,sprint,meta,,FB_스프린트_판매_01,128544,926,853526.36,46.0,1838800.0
2025-09-08,sprint,meta,,FB_스프린트_판매_04,63965,527,366032.73,33.0,1414860.0
2025-09-08,sprint,meta,,FB_스프린트_판매_05,11986,84,107927.27,2.0,51800.0
2025-09-08,sprint,meta,,FB_스프린트_판매_06,25540,191,181040.91,13.0,406700.0
2025-09-09,sprint,meta,,FB_스프린트_판매_01_메인,185678,1268,1228723.64,79.0,3093118.0
2025-09-09,sprint,meta,,FB_스프린트_판매_04_고효율,89786,668,496296.36,28.0,1267200.0
2025-09-09,sprint,meta,,FB_스프린트_판매_05,0,0,0.0,2.0,67800.0
2025-09-09,sprint,meta,,FB_스프린트_판매_06_재활용,21905,198,195313.64,9.0,289100.0
2025-09-10,sprint,meta,,FB_스프린트_판매_01_메인,138799,949,968925.45,59.0,2213727.0
2025-09-10,sprint,meta,,FB_스프린트_판매_04_재활용,74599,543,421000.0,23.0,1014700.0
2025-09-10,sprint,meta,,FB_스프린트_판매_06_재활용,36473,377,311120.0,7.0,266300.0
2025-09-11,sprint,meta,,FB_스프린트_판매_01_메인,169392,1263,1228474.55,94.0,3355101.0
2025-09-11,sprint,meta,,FB_스프린트_판매_04_재활용,86555,611,547286.36,29.0,1064100.0
2025-09-11,sprint,meta,,FB_스프린트_판매_05,0,0,0.0,2.0,67800.0
2025-09-11,sprint,meta,,FB_스프린트_판매_06_재활용,0,0,0.0,8.0,271200.0
2025-09-12,sprint,meta,,FB_스프린트_판매_01_메인,157337,982,995994.55,54.0,1890630.0
2025-09-12,sprint,meta,,FB_스프린트_판매_04_재활용,93540,698,595336.36,26.0,1043400.0
2025-09-12,sprint,meta,,FB_스프린트_판매_06_재활용,0,0,0.0,2.0,65800.0
2025-09-13,sprint,meta,,FB_스프린트_판매_01_메인,86525,653,620705.45,58.0,2390682.0
2025-09-13,sprint,meta,,FB_스프린트_판매_04_재활용,88512,664,573420.0,36.0,1403400.0
2025-09-14,sprint,meta,,FB_스프린트_판매_01_메인,127270,903,800220.0,57.0,1995275.0
2025-09-14,sprint,meta,,FB_스프린트_판매_04_재활용,106721,795,690538.18,55.0,2015463.0
2025-09-15,sprint,meta,,FB_스프린트_판매_01_메인,159584,870,837048.18,47.0,1716200.0
2025-09-15,sprint,meta,,FB_스프린트_판매_04_재활용,112260,796,685658.18,40.0,1581256.0
2025-09-15,sprint,meta,,FB_스프린트_판매_06_재활용,0,0,0.0,0.0,0.0
2025-09-16,sprint,meta,,FB_스프린트_판매_01_메인,140301,736,844410.91,32.0,1402800.0
2025-09-16,sprint,meta,,FB_스프린트_판매_04_재활용,121729,806,773608.18,46.0,1592175.0
2025-09-17,sprint,meta,,FB_스프린트_판매_01_메인,128911,692,823328.18,26.0,978400.0
2025-09-17,sprint,meta,,FB_스프린트_판매_04_재활용,105453,688,719958.18,20.0,862000.0
2025-09-18,sprint,meta,,FB_스프린트_판매_01_메인,362468,1766,2234796.36,71.0,2732916.0
2025-09-18,sprint,meta,,FB_스프린트_판매_04_재활용,22833,146,155716.36,5.0,157500.0
2025-09-19,sprint,meta,,FB_스프린트_판매_01_메인,170072,1027,1196046.36,47.0,1856300.0
2025-09-19,sprint,meta,,FB_스프린트_판매_04_재활용,21523,101,127784.55,1.0,20900.0
2025-09-20,sprint,meta,,FB_스프린트_판매_01_메인,75476,547,609174.55,26.0,1484200.0
2025-09-20,sprint,meta,,FB_스프린트_판매_04_재활용,43415,310,322677.27,16.0,594400.0
2025-09-21,sprint,meta,,FB_스프린트_판매_01_메인,110521,725,772711.82,47.0,2040200.0
2025-09-21,sprint,meta,,FB_스프린트_판매_04_재활용,45366,305,291254.55,25.0,951400.0
2025-09-22,sprint,meta,,FB_스프린트_판매_01_메인,138248,694,752200.91,41.0,1809494.0
2025-09-22,sprint,meta,,FB_스프린트_판매_04_재활용,69083,401,327218.18,19.0,756900.0
2025-09-23,sprint,meta,,FB_스프린트_판매_01_메인,138712,623,690725.45,38.0,1586322.0
2025-09-23,sprint,meta,,FB_스프린트_판매_04_재활용,98162,471,470346.36,25.0,1058500.0
2025-09-24,sprint,meta,,FB_스프린트_판매_01_메인,137841,702,710525.45,29.0,1067800.0
2025-09-24,sprint,meta,,FB_스프린트_판매_04_재활용,134090,629,694092.73,27.0,963800.0
2025-09-24,sprint,meta,,FB_스프린트_판매_테스트,24227,180,130210.0,6.0,279300.0
2025-09-25,sprint,meta,,FB_스프린트_판매_01_메인,134461,704,695880.0,25.0,1417300.0
2025-09-25,sprint,meta,,FB_스프린트_판매_04_재활용,126420,597,636963.64,16.0,661400.0
2025-09-25,sprint,meta,,FB_스프린트_판매_테스트,24294,204,169121.82,7.0,268200.0
2025-09-26,sprint,meta,,FB_스프린트_판매_01_메인,95075,447,550390.0,13.0,461700.0
2025-09-26,sprint,meta,,FB_스프린트_판매_04_재활용,110071,454,522145.45,21.0,749900.0
2025-09-26,sprint,meta,,FB_스프린트_판매_TROAS,284,1,2570.0,0.0,0.0
2025-09-26,sprint,meta,,FB_스프린트_판매_테스트,13147,69,98615.45,7.0,267300.0
2025-09-27,sprint,meta,,FB_스프린트_판매_01_메인,99053,426,582917.27,9.0,459100.0
2025-09-27,sprint,meta,,FB_스프린트_판매_04_재활용,115444,433,510660.0,27.0,861422.0
2025-09-27,sprint,meta,,FB_스프린트_판매_TROAS,883,10,8172.73,0.0,0.0
2025-09-27,sprint,meta,,FB_스프린트_판매_테스트,18243,93,124162.73,6.0,266400.0
2025-09-28,sprint,meta,,FB_스프린트_판매_01_메인,111744,489,647745.45,18.0,590200.0
2025-09-28,sprint,meta,,FB_스프린트_판매_04_재활용,121228,510,549576.36,11.0,616442.0
2025-09-28,sprint,meta,,FB_스프린트_판매_TROAS,335,4,3010.91,3.0,198700.0
2025-09-28,sprint,meta,,FB_스프린트_판매_테스트,22149,125,139441.82,1.0,25900.0
2025-09-29,sprint,meta,,FB_스프린트_판매_01_메인,143291,711,747511.82,55.0,2072584.0
2025-09-29,sprint,meta,,FB_스프린트_판매_04_재활용,61581,340,344680.0,22.0,620922.0
2025-09-29,sprint,meta,,FB_스프린트_판매_TROAS,829,11,9440.0,2.0,61800.0
2025-09-29,sprint,meta,,FB_스프린트_판매_테스트,22136,143,152101.82,16.0,627200.0
2025-09-30,sprint,meta,,FB_스프린트_판매_01_메인,140239,760,689133.64,60.0,2510000.0
2025-09-30,sprint,meta,,FB_스프린트_판매_04_재활용,23077,199,196492.73,7.0,306300.0
2025-09-30,sprint,meta,,FB_스프린트_판매_TROAS,4856,55,45680.0,2.0,131800.0
2025-09-30,sprint,meta,,FB_스프린트_판매_테스트,21032,134,138005.45,8.0,282100.0
2025-10-01,sprint,meta,,FB_스프린트_판매_01_메인,108650,728,586754.55,26.0,677400.0
2025-10-01,sprint,meta,,FB_스프린트_판매_04_재활용,22708,166,180142.73,13.0,480822.0
2025-10-01,sprint,meta,,FB_스프린트_판매_TROAS,18821,165,154630.0,2.0,90800.0
2025-10-01,sprint,meta,,FB_스프린트_판매_테스트,17563,97,132592.73,6.0,202400.0
2025-10-02,sprint,meta,,FB_스프린트_판매_01_메인,94607,701,582955.45,43.0,1607700.0
2025-10-02,sprint,meta,,FB_스프린트_판매_04_재활용,26964,139,162999.09,10.0,277000.0
2025-10-02,sprint,meta,,FB_스프린트_판매_TROAS,8925,108,88804.55,7.0,222300.0
2025-10-02,sprint,meta,,FB_스프린트_판매_테스트,18174,118,127335.45,16.0,690400.0
2025-10-03,sprint,meta,,FB_스프린트_판매_01_메인,100403,761,620773.64,40.0,1614900.0
2025-10-03,sprint,meta,,FB_스프린트_판매_04_재활용,30901,175,180630.91,12.0,425600.0
2025-10-03,sprint,meta,,FB_스프린트_판매_TROAS,8313,82,71381.82,3.0,98700.0
2025-10-03,sprint,meta,,FB_스프린트_판매_테스트,19746,115,133173.64,5.0,203500.0
2025-10-04,sprint,meta,,FB_스프린트_판매_01_메인,61037,414,377612.73,13.0,520700.0
2025-10-04,sprint,meta,,FB_스프린트_판매_04_재활용,16752,99,93450.0,9.0,292100.0
2025-10-04,sprint,meta,,FB_스프린트_판매_TROAS,5964,68,52445.45,2.0,61800.0
2025-10-04,sprint,meta,,FB_스프린트_판매_테스트,155,3,945.45,1.0,56900.0
2025-10-05,sprint,meta,,FB_스프린트_판매_01_메인,64674,357,385116.36,18.0,730200.0
2025-10-05,sprint,meta,,FB_스프린트_판매_04_재활용,17877,94,94874.55,4.0,120600.0
2025-10-05,sprint,meta,,FB_스프린트_판매_TROAS,1802,30,16643.64,5.0,137500.0
2025-10-06,sprint,meta,,FB_스프린트_판매_01_메인,51989,414,376180.0,17.0,759300.0
2025-10-06,sprint,meta,,FB_스프린트_판매_04_재활용,19108,106,100436.36,16.0,704200.0
2025-10-06,sprint,meta,,FB_스프린트_판매_TROAS,5407,61,39211.82,8.0,301322.0
2025-10-07,sprint,meta,,FB_스프린트_판매_01_메인,43002,278,235325.45,11.0,484800.0
2025-10-07,sprint,meta,,FB_스프린트_판매_04_재활용,16094,81,83482.73,3.0,161700.0
2025-10-07,sprint,meta,,FB_스프린트_판매_TROAS,5303,45,34051.82,5.0,198500.0
2025-10-08,sprint,meta,,FB_스프린트_판매_01_메인,66671,245,258156.36,23.0,1028300.0
2025-10-08,sprint,meta,,FB_스프린트_판매_04_재활용,22544,94,106350.91,8.0,258322.0
2025-10-08,sprint,meta,,FB_스프린트_판매_TROAS,2659,16,17776.36,1.0,33900.0
2025-10-09,sprint,meta,,FB_스프린트_판매_01_메인,74899,272,323430.0,5.0,230500.0
2025-10-09,sprint,meta,,FB_스프린트_판매_04_재활용,24607,118,133987.27,7.0,306442.0
2025-10-09,sprint,meta,,FB_스프린트_판매_TROAS,2558,24,19354.55,2.0,67800.0
2025-10-10,sprint,meta,,FB_스프린트_판매_01_메인,53373,239,284632.73,15.0,627500.0
2025-10-10,sprint,meta,,FB_스프린트_판매_04_재활용,22723,142,132193.64,6.0,387400.0
2025-10-10,sprint,meta,,FB_스프린트_판매_TROAS,1517,7,13539.09,1.0,56900.0
2025-10-11,sprint,meta,,FB_스프린트_판매_01_메인,48659,231,254560.91,17.0,662984.0
2025-10-11,sprint,meta,,FB_스프린트_판매_04_재활용,22886,98,125716.36,11.0,466900.0
2025-10-11,sprint,meta,,FB_스프린트_판매_TROAS,965,4,7581.82,1.0,56900.0
2025-10-12,sprint,meta,,FB_스프린트_판매_01_메인,63830,312,303150.91,20.0,916142.0
2025-10-12,sprint,meta,,FB_스프린트_판매_04_재활용,32849,150,151743.64,9.0,371100.0
2025-10-12,sprint,meta,,FB_스프린트_판매_TROAS,712,10,5509.09,5.0,130500.0
2025-10-13,sprint,meta,,FB_스프린트_판매_01_메인,59525,264,280837.27,6.0,207400.0
2025-10-13,sprint,meta,,FB_스프린트_판매_04_재활용,28681,156,139068.18,13.0,564700.0
2025-10-13,sprint,meta,,FB_스프린트_판매_TROAS,729,3,5775.45,1.0,30900.0
2025-10-14,sprint,meta,,FB_스프린트_판매_01_메인,13026,70,68269.09,5.0,178500.0
2025-10-14,sprint,meta,,FB_스프린트_판매_04_재활용,46286,181,234241.82,11.0,554442.0
2025-10-14,sprint,meta,,FB_스프린트_판매_TROAS,1251,8,9968.18,0.0,0.0
2025-10-15,sprint,meta,,FB_스프린트_판매_01_메인,0,0,0.0,1.0,33900.0
2025-10-15,sprint,meta,,FB_스프린트_판매_04_재활용,37555,208,224472.73,16.0,529400.0
2025-10-15,sprint,meta,,FB_스프린트_판매_TROAS,2390,20,16012.73,1.0,99900.0
2025-10-16,sprint,meta,,FB_스프린트_판매_04_재활용,12114,39,69357.27,0.0,0.0
2025-10-16,sprint,meta,,FB_스프린트_판매_TROAS,1078,6,7058.18,2.0,66942.0
2025-10-17,sprint,meta,,FB_스프린트_판매_04_재활용,0,0,0.0,0.0,0.0
2025-10-17,sprint,meta,,FB_스프린트_판매_TCPA,10949,186,76009.09,0.0,0.0
2025-10-17,sprint,meta,,FB_스프린트_판매_결제시작,143291,3288,780004.55,74.0,3041613.0
2025-10-17,sprint,meta,,FB_스프린트_판매_구매,212727,2959,1172210.0,87.0,3311632.0
2025-10-18,sprint,meta,,FB_스프린트_판매_TCPA,21373,352,138452.73,2.0,81800.0
2025-10-18,sprint,meta,,FB_스프린트_판매_결제시작,107515,2768,590651.82,60.0,1800800.0
2025-10-18,sprint,meta,,FB_스프린트_판매_구매,175107,2339,1035599.09,82.0,3993902.0
2025-10-19,sprint,meta,,FB_스프린트_판매_결제시작,72695,1417,508870.0,37.0,1657329.0
2025-10-19,sprint,meta,,FB_스프린트_판매_구매,137384,1528,917248.18,54.0,2629855.0
2025-10-20,sprint,meta,,FB_스프린트_판매_TCPA,18,1,105.45,0.0,0.0
2025-10-20,sprint,meta,,FB_스프린트_판매_TROAS,5448,59,57149.09,2.0,60800.0
2025-10-20,sprint,meta,,FB_스프린트_판매_결제시작,64727,1247,472502.73,29.0,1151222.0
2025-10-20,sprint,meta,,FB_스프린트_판매_구매,124490,1302,911559.09,43.0,1730000.0
2025-10-20,sprint,meta,,FB_스프린트_판매_테스트,10507,99,80353.64,7.0,370300.0
2025-10-21,sprint,meta,,FB_스프린트_판매_TCPA,7,0,60.0,0.0,0.0
2025-10-21,sprint,meta,,FB_스프린트_판매_TROAS,17266,208,180965.45,7.0,440300.0
2025-10-21,sprint,meta,,FB_스프린트_판매_결제시작,52798,1029,418451.82,17.0,523300.0
2025-10-21,sprint,meta,,FB_스프린트_판매_구매,87572,887,737804.55,49.0,1829861.0
2025-10-21,sprint,meta,,FB_스프린트_판매_테스트,21308,231,177736.36,11.0,521900.0
2025-10-22,sprint,meta,,FB_스프린트_판매_TCPA,1,1,42.73,1.0,34900.0
2025-10-22,sprint,meta,,FB_스프린트_판매_TROAS,8210,99,109282.73,6.0,293400.0
2025-10-22,sprint,meta,,FB_스프린트_판매_결제시작,47685,759,325766.36,25.0,976142.0
2025-10-22,sprint,meta,,FB_스프린트_판매_구매,98077,798,700977.27,50.0,1869122.0
2025-10-22,sprint,meta,,FB_스프린트_판매_재활용,20902,191,192065.45,17.0,1084492.0
2025-10-23,sprint,meta,,FB_스프린트_판매_TCPA,0,0,0.0,0.0,0.0
2025-10-23,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,13378,129,117386.36,3.0,90700.0
2025-10-23,sprint,meta,,FB_스프린트_판매_TROAS,12201,140,124605.45,9.0,302384.0
2025-10-23,sprint,meta,,FB_스프린트_판매_결제시작,59365,742,314564.55,17.0,763300.0
2025-10-23,sprint,meta,,FB_스프린트_판매_구매,112534,784,702933.64,37.0,1468422.0
2025-10-23,sprint,meta,,FB_스프린트_판매_재활용,30319,288,250594.55,13.0,587700.0
2025-10-24,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,31946,293,284185.45,17.0,685300.0
2025-10-24,sprint,meta,,FB_스프린트_판매_TROAS,14612,139,130491.82,4.0,194600.0
2025-10-24,sprint,meta,,FB_스프린트_판매_결제시작,58010,762,313583.64,18.0,995200.0
2025-10-24,sprint,meta,,FB_스프린트_판매_구매,105042,747,739464.55,27.0,1004300.0
2025-10-24,sprint,meta,,FB_스프린트_판매_재활용,36053,313,268778.18,10.0,325000.0
2025-10-25,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,27068,211,248550.91,3.0,89700.0
2025-10-25,sprint,meta,,FB_스프린트_판매_TROAS,3836,47,40497.27,0.0,0.0
2025-10-25,sprint,meta,,FB_스프린트_판매_결제시작,49243,696,314902.73,27.0,1148842.0
2025-10-25,sprint,meta,,FB_스프린트_판매_구매,80141,575,651374.55,22.0,1213800.0
2025-10-25,sprint,meta,,FB_스프린트_판매_재활용,27714,241,234365.45,12.0,433800.0
2025-10-26,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,19622,224,272531.82,18.0,777222.0
2025-10-26,sprint,meta,,FB_스프린트_판매_TROAS,798,6,8118.18,1.0,105900.0
2025-10-26,sprint,meta,,FB_스프린트_판매_결제시작,52014,707,360141.82,13.0,419600.0
2025-10-26,sprint,meta,,FB_스프린트_판매_구매,74743,532,640386.36,42.0,1648000.0
2025-10-26,sprint,meta,,FB_스프린트_판매_재활용,29777,288,311906.36,2.0,69800.0
2025-10-27,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,0,0,0.0,4.0,231600.0
2025-10-27,sprint,meta,,FB_스프린트_판매_TROAS,211,2,3094.55,0.0,0.0
2025-10-27,sprint,meta,,FB_스프린트_판매_결제시작,39672,766,334010.91,29.0,1408100.0
2025-10-27,sprint,meta,,FB_스프린트_판매_구매,70872,623,607388.18,44.0,2112291.0
2025-10-27,sprint,meta,,FB_스프린트_판매_재활용,28938,243,271024.55,17.0,619300.0
2025-10-28,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,22953,216,190426.36,4.0,127600.0
2025-10-28,sprint,meta,,FB_스프린트_판매_TROAS,391,1,5639.09,2.0,57800.0
2025-10-28,sprint,meta,,FB_스프린트_판매_결제시작,62715,1068,381410.0,22.0,913800.0
2025-10-28,sprint,meta,,FB_스프린트_판매_구매,91388,621,688666.36,42.0,2179300.0
2025-10-28,sprint,meta,,FB_스프린트_판매_재활용,42610,319,354524.55,21.0,904900.0
2025-10-29,sprint,meta,,FB_스프린트_참여_01,1588,25,9698.18,0.0,0.0
2025-10-29,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,32815,360,281856.36,20.0,849000.0
2025-10-29,sprint,meta,,FB_스프린트_판매_TROAS,14,0,149.09,0.0,0.0
2025-10-29,sprint,meta,,FB_스프린트_판매_결제시작,66506,1177,413754.55,25.0,1185500.0
2025-10-29,sprint,meta,,FB_스프린트_판매_구매,82240,715,699235.45,47.0,2282100.0
2025-10-29,sprint,meta,,FB_스프린트_판매_재활용,36307,398,376554.55,14.0,529600.0
2025-10-30,sprint,meta,,FB_스프린트_인지도_01,26020,0,31500.91,0.0,0.0
2025-10-30,sprint,meta,,FB_스프린트_참여_01,6086,121,30789.09,0.0,0.0
2025-10-30,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,27853,260,257250.91,11.0,667900.0
2025-10-30,sprint,meta,,FB_스프린트_판매_TROAS,4,0,65.45,0.0,0.0
2025-10-30,sprint,meta,,FB_스프린트_판매_결제시작,51006,902,377060.0,28.0,1174322.0
2025-10-30,sprint,meta,,FB_스프린트_판매_구매,67076,644,726909.09,29.0,1176100.0
2025-10-30,sprint,meta,,FB_스프린트_판매_재활용,47115,581,348305.45,14.0,653600.0
2025-10-31,sprint,meta,,FB_스프린트_인지도_01,34396,0,42993.64,0.0,0.0
2025-10-31,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,10998,109,117735.45,8.0,211200.0
2025-10-31,sprint,meta,,FB_스프린트_판매_TROAS,6,0,37.27,0.0,0.0
2025-10-31,sprint,meta,,FB_스프린트_판매_결제시작,37211,587,314298.18,10.0,652000.0
2025-10-31,sprint,meta,,FB_스프린트_판매_구매,52223,465,545017.27,32.0,1839125.0
2025-10-31,sprint,meta,,FB_스프린트_판매_재활용,42083,392,308040.91,7.0,194200.0
2025-11-01,sprint,meta,,FB_스프린트_인지도_01,36746,0,41972.73,0.0,0.0
2025-11-01,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,0,0,0.0,0.0,0.0
2025-11-01,sprint,meta,,FB_스프린트_판매_TROAS,1,0,70.0,0.0,0.0
2025-11-01,sprint,meta,,FB_스프린트_판매_결제시작,44548,649,299982.73,19.0,661000.0
2025-11-01,sprint,meta,,FB_스프린트_판매_구매,58186,506,524900.0,29.0,1100100.0
2025-11-01,sprint,meta,,FB_스프린트_판매_재활용,29731,248,218120.91,11.0,739900.0
2025-11-02,sprint,meta,,FB_스프린트_인지도_01,44829,0,49350.91,0.0,0.0
2025-11-02,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,0,0,0.0,0.0,0.0
2025-11-02,sprint,meta,,FB_스프린트_판매_결제시작,52891,664,361830.0,13.0,841555.0
2025-11-02,sprint,meta,,FB_스프린트_판매_구매,72434,623,610679.09,45.0,2089200.0
2025-11-02,sprint,meta,,FB_스프린트_판매_재활용,48518,342,308085.45,17.0,656300.0
2025-11-03,sprint,meta,,FB_스프린트_인지도_01,24178,0,27120.0,0.0,0.0
2025-11-03,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,0,0,0.0,0.0,0.0
2025-11-03,sprint,meta,,FB_스프린트_판매_결제시작,39049,662,333597.27,28.0,1000200.0
2025-11-03,sprint,meta,,FB_스프린트_판매_구매,70479,606,592949.09,37.0,1918256.0
2025-11-03,sprint,meta,,FB_스프린트_판매_재활용,44140,301,237758.18,10.0,435000.0
2025-11-04,sprint,meta,,FB_스프린트_판매_결제시작,41717,760,357258.18,21.0,886500.0
2025-11-04,sprint,meta,,FB_스프린트_판매_구매,62373,604,613103.64,34.0,1513500.0
2025-11-04,sprint,meta,,FB_스프린트_판매_재활용,38491,265,211925.45,12.0,526942.0
2025-11-05,sprint,meta,,FB_스프린트_판매_결제시작,16719,289,177366.36,14.0,627600.0
2025-11-05,sprint,meta,,FB_스프린트_판매_결제시작_01,40393,968,334659.09,91.0,3358504.0
2025-11-05,sprint,meta,,FB_스프린트_판매_결제시작_02,9840,221,116674.55,21.0,778464.0
2025-11-05,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_01,62332,1239,574823.64,68.0,2245104.0
2025-11-05,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,14340,298,179230.0,27.0,1094460.0
2025-11-05,sprint,meta,,FB_스프린트_판매_구매,33161,275,350381.82,20.0,835500.0
2025-11-05,sprint,meta,,FB_스프린트_판매_재활용,17653,113,117071.82,9.0,381100.0
2025-11-06,sprint,meta,,FB_스프린트_판매_TEST_상세페이지,0,0,0.0,0.0,0.0
2025-11-06,sprint,meta,,FB_스프린트_판매_결제시작,0,0,0.0,1.0,31900.0
2025-11-06,sprint,meta,,FB_스프린트_판매_결제시작_01,101864,1548,807043.64,144.0,4969552.0
2025-11-06,sprint,meta,,FB_스프린트_판매_결제시작_02,23813,403,297800.0,44.0,1442882.0
2025-11-06,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_01,72593,1368,719001.82,99.0,3970293.0
2025-11-06,sprint,meta,,FB_스프린트_판매_결제시작_CVMX_02,19409,450,312758.18,65.0,2471454.0
2025-11-06,sprint,meta,,FB_스프린트_판매_구매,0,0,0.0,1.0,109800.0
2025-11-06,sprint,meta,,FB_스프린트_판매_재활용,0,0,0.0,1.0,28900.0
